ID,Date,Video Type,tag_map,partido_map,match_map,content_type_map,Impressions,Likes,Comments,Shares,Video Views,Interactions,Avg_percentage_viewed,Watch_time_hours,Ingresos
******wwtb4,06-07-2024,Video,tag_4,partido38,match20,content10,104116,136,13,75,14832,224,0.7091,338.8701,46.965
******wKsoA,06-07-2024,Video,tag_4,partido38,match20,content10,97060,101,12,49,10826,162,0.6218,231.8688,0
******Lni0o,06-07-2024,Short,tag_4,partido38,match20,content10,24273,91,4,2,3330,97,0.6515,13.8616,0
******e5afs,06-07-2024,Short,tag_4,partido38,match20,content10,22524,82,3,5,3987,90,0.8665,23.9911,0
******JjzNg,06-07-2024,Video,tag_4,partido38,match20,content10,74172,122,15,25,9653,162,0.5718,136.4658,0
******HwgEw,06-07-2024,Video,tag_4,partido38,match20,content10,171481,149,19,45,20905,213,0.5317,793.4286,74.965
******eBlkM,06-07-2024,Short,tag_4,partido38,match20,content10,22440,143,1,0,7496,144,0.7995,43.282,0
******YWpf0,06-07-2024,Short,tag_4,partido38,match20,content10,20379,96,0,7,3128,103,0.7746,16.1534,0
******PNIHM,06-07-2024,Video,tag_2,partido61,match20,content10,62032,85,4,8,7746,97,0.6015,112.5935,0
******T4Z-c,06-07-2024,Video,tag_2,partido61,match20,content10,44054,39,3,0,4414,42,0.5151,66.3137,0
******DKRFQ,06-07-2024,Short,tag_2,partido61,match20,content10,30970,115,2,3,5160,120,0.5306,34.9865,0
******iCmW8,06-07-2024,Short,tag_2,partido61,match20,content10,16938,68,0,1,3391,69,0.4329,23.6507,0
******iFqkY,06-07-2024,Video,tag_2,partido109,match20,content10,47206,33,2,5,4396,40,0.5229,74.0614,0
******zRRnI,06-07-2024,Video,tag_2,partido109,match20,content10,63102,79,8,18,8636,105,0.6504,112.338,0
******PWqEk,06-07-2024,Short,tag_2,partido109,match20,content10,15036,67,1,3,2398,71,0.4593,16.8287,0
******oJb8Q,06-07-2024,Short,tag_2,partido109,match20,content10,26458,95,1,2,3709,98,0.5224,30.1385,0
******xNsCE,06-07-2024,Short,tag_2,partido109,match20,content10,16487,33,0,0,1666,33,0.4852,12.7989,0
******cmTLo,06-07-2024,Video,tag_2,partido109,match20,content10,34141,59,1,8,2752,68,0.5626,32.2555,0
******d3cWo,06-07-2024,Short,tag_4,partido188,match20,content10,77705,589,16,37,21762,642,0.8621,140.7059,0
******n6NqE,06-07-2024,Short,tag_4,partido188,match20,content10,14556,48,2,0,2460,50,0.5415,9.2513,0
******mFCUY,06-07-2024,Video,tag_4,partido188,match20,content10,52869,33,12,11,6331,56,0.5057,79.1581,0
******Bj0bc,06-07-2024,Video,tag_4,partido188,match20,content10,176760,255,54,368,30068,677,0.7457,585.4557,65.517
******grgiQ,06-07-2024,Short,tag_4,partido188,match20,content10,38191,324,12,23,10150,359,0.6206,103.2381,0
******rtMZU,06-07-2024,Video,tag_4,partido38,match20,content11,805075,604,62,59,103430,725,0.5133,8037.681,752.686
******7EVXw,06-07-2024,Video,tag_2,partido61,match20,content11,393645,335,12,18,57101,365,0.5511,4108.674,265.569
******mm78g,06-07-2024,Video,tag_2,partido61,match20,content11,1010617,842,33,76,115999,951,0.6438,10827.9954,1144.557
******4tAvQ,06-07-2024,Video,tag_2,partido109,match20,content11,242356,216,6,9,33189,231,0.5725,2301.1227,130.452
******SveyA,06-07-2024,Video,tag_4,partido188,match20,content11,252038,188,68,25,37827,281,0.5852,1137.5499,65.247
******yle-M,06-07-2024,Video,tag_4,partido188,match20,content11,1845898,1102,330,223,158833,"1,655",0.6237,17555.8705,1295.938
******nEA3g,06-07-2024,Video,tag_2,partido61,match20,content14,35834,18,1,9,3010,28,0.6346,38.7316,0
******1KIzo,06-07-2024,Video,tag_2,partido61,match20,content14,33727,18,2,0,2997,20,0.5616,19.6365,0
******RFa1s,06-07-2024,Video,tag_2,partido109,match20,content14,27415,10,1,1,1352,12,0.6311,10.4288,0
******Xb8sU,06-07-2024,Video,tag_2,partido109,match20,content14,26038,8,1,2,809,11,0.5056,4.9995,0
******eVvrc,06-07-2024,Short,tag_2,partido109,match20,content14,7388,25,0,1,1128,26,0.555,4.8688,0
******eX6u8,06-07-2024,Short,tag_2,partido109,match20,content14,10435,31,1,4,1312,36,0.4987,7.2694,0
******oamKA,06-07-2024,Short,tag_4,partido188,match20,content14,50111,157,7,0,7234,164,0.6219,74.9784,0
******IScgg,06-07-2024,Video,tag_4,partido188,match20,content14,51873,21,6,1,5043,28,0.5406,51.4961,0
******eYMCQ,06-07-2024,Video,tag_4,partido188,match20,content14,40990,12,3,1,2570,16,0.567,25.9062,0
******M-Xq8,06-07-2024,Short,tag_4,partido188,match20,content14,66506,171,8,1,9371,180,0.6028,92.5731,0
******YKpBc,06-07-2024,Video,tag_4,partido188,match20,content14,58660,30,0,0,6335,30,0.5364,46.2536,0
******ay314,06-07-2024,Video,tag_4,partido188,match20,content14,39189,14,1,0,2421,15,0.5991,22.9638,0
******syPbY,06-07-2024,Video,tag_4,partido188,match20,content14,80803,30,3,5,9015,38,0.5146,140.4721,0
******lzzy4,06-07-2024,Video,tag_4,partido188,match20,content14,38715,15,2,0,1691,17,0.5817,14.4823,0
******7MkFw,06-07-2024,Short,tag_4,partido38,match20,content15,15397,28,0,0,1288,28,0.3964,6.6655,0
******MySq8,06-07-2024,Short,tag_4,partido38,match20,content15,18190,47,0,1,1901,48,0.4951,13.8553,0
******PMOXc,06-07-2024,Short,tag_4,partido38,match20,content15,9566,30,2,0,989,32,0.3822,6.2994,0
******SaNZ4,06-07-2024,Short,tag_4,partido188,match20,content15,42427,267,16,1,9781,284,0.8539,116.0001,0
******wM0b0,06-07-2024,Video,tag_4,partido188,match20,content15,172121,115,50,8,16203,173,0.3537,2308.6386,171.358
******wKPPw,06-07-2024,Video,tag_4,partido188,match20,content15,68678,39,7,3,5878,49,0.0815,272.9067,0
******ak1to,06-07-2024,Short,tag_4,partido188,match20,content19,31382,73,1,0,4481,74,0.8314,22.7674,0
******aQcSE,06-07-2024,Short,tag_4,partido13,match20,content22,13012,32,3,1,1507,36,0.5609,14.0873,0
******7h3Vo,06-07-2024,Short,tag_4,partido13,match20,content22,10486,29,0,1,1743,30,0.3808,11.0614,0
******K4Hos,06-07-2024,Short,tag_4,partido38,match20,content22,7109,10,0,1,550,11,0.7728,3.6602,0
******O8F4I,06-07-2024,Short,tag_4,partido38,match20,content22,13378,28,1,0,811,29,0.6513,6.1624,0
******Js_nc,06-07-2024,Short,tag_4,partido38,match20,content23,21016,95,1,3,3847,99,0.6354,24.4422,0
******1ojvU,06-08-2024,Short,tag_1,partido98,#N/A,content10,41156,163,3,1,12726,167,72.89,69.5686,3.054
******SAOI4,06-08-2024,Short,tag_1,partido95,match11,content14,21876,55,0,1,3055,56,80.37,12.9585,0.726
******D8MeU,06-08-2024,Short,Ninguno,Ninguno,Ninguno,content15,16144,113,0,2,2970,115,76.82,17.1126,0.721
******-sBa0,06-08-2024,Short,tag_10,Ninguno,Ninguno,content15,12137,40,0,0,1210,40,63.79,10.2913,0.293
******k8wic,07-06-2024,Video,tag_4,partido94,match4,content5,80255,30,4,2,2977,36,0.147,79.3679,0
******Mr3bg,07-06-2024,Video,tag_2,partido58,match4,content9,1321528,1011,101,66,144068,"1,178",0.6178,13771.7304,1265.716
******g6LaM,07-06-2024,Video,tag_2,partido73,match4,content9,2212727,1573,107,111,201553,"1,791",0.6312,20319.0469,1926.961
******UJ1e0,07-06-2024,Short,tag_4,partido87,match4,content13,109859,272,51,23,18595,346,0.7549,222.267,0
******Por54,07-06-2024,Short,tag_4,Ninguno,Ninguno,content13,166139,730,87,32,51534,849,0.9098,312.5652,0
******r-GJc,07-06-2024,Video,tag_4,Ninguno,Ninguno,content13,67847,92,30,20,4463,142,0.6108,71.1733,0
******rEHTI,07-06-2024,Short,tag_4,Ninguno,Ninguno,content15,49339,238,26,7,8513,271,0.8834,71.0282,0
******3JTzY,07-06-2024,Short,tag_4,Ninguno,Ninguno,content23,45947,275,5,3,9785,283,0.455,65.5468,0
******ULbJQ,07-07-2024,Video,tag_4,partido13,match20,content5,91100,46,0,0,3726,46,0.2054,110.5201,0
******uGhT8,07-07-2024,Short,Ninguno,Ninguno,Ninguno,content6,490672,1227,52,26,65413,"1,305",73.18,797.8576,14.42
******64M2A,07-07-2024,Video,tag_4,partido185,match20,content6,189316,117,37,46,24731,200,0.6603,476.2866,61.108
******nvUvQ,07-07-2024,Video,tag_4,partido38,match20,content9,4187263,4101,384,640,490354,"5,125",0.6251,60964.122,5625.728
******Reafg,07-07-2024,Video,tag_4,partido185,match20,content9,4210916,4334,381,328,528377,"5,043",0.6395,63915.3419,3954.671
******w9J_A,07-07-2024,Short,tag_4,partido38,match20,content10,25158,72,2,2,3530,76,0.5912,14.493,0
******WkklI,07-07-2024,Video,tag_4,partido38,match20,content10,72847,42,7,14,6092,63,0.6237,119.2733,0
******yWQ3w,07-07-2024,Video,tag_4,partido185,match20,content11,1420666,1386,188,240,159652,"1,814",0.6886,15086.5616,1151.849
******t_0WI,07-07-2024,Video,tag_4,partido185,match20,content13,275855,103,15,20,35023,138,0.5227,839.1096,107.847
******X-l7Y,07-07-2024,Short,tag_4,partido185,match20,content13,81114,134,7,1,8288,142,0.5007,68.011,0
******PdXnQ,07-07-2024,Short,tag_4,partido185,match20,content14,68873,132,7,2,6866,141,0.6222,27.2944,0
******kNHOM,07-07-2024,Video,tag_4,partido185,match20,content14,98206,36,3,4,11535,43,0.577,173.7869,0
******6qYqo,07-07-2024,Short,Ninguno,Ninguno,Ninguno,content15,159836,821,27,20,42063,868,78.23,420.4773,9.326
******E7brg,07-07-2024,Video,tag_4,partido185,match20,content16,156103,90,0,6,28878,96,0.0626,1057.1411,125.136
******rHw08,07-07-2024,Short,tag_4,partido38,match20,content23,46621,107,9,2,11766,118,0.6586,58.1172,0
******bTlWI,07-07-2024,Short,tag_4,partido185,match20,content23,259761,1511,61,182,64123,"1,754",0.7238,773.5545,0
******WLSTU,07-08-2024,Short,tag_10,Ninguno,Ninguno,content5,53268,328,25,12,16983,365,83.47,228.3986,4.158
******YdvVM,07-08-2024,Short,tag_10,Ninguno,Ninguno,content15,27233,72,2,0,4651,74,50.96,36.8689,1.136
******qyrus,07-08-2024,Short,Ninguno,Ninguno,Ninguno,content19,135002,1021,83,293,41295,"1,397",77.73,526.0717,10.089
******cnsHE,08-06-2024,Video,tag_4,Ninguno,Ninguno,content4,103893,74,10,3,4694,87,0.308,194.7532,0
******1IXVE,08-06-2024,Video,tag_4,Ninguno,Ninguno,content4,66397,29,11,1,1532,41,0.2969,62.2902,0
******YCjes,08-06-2024,Video,tag_4,partido87,match4,content7,356910,329,118,21,43947,468,0.2624,4244.3041,299.423
******vd56Y,08-06-2024,Video,tag_4,Ninguno,Ninguno,content7,83000,33,47,2,4636,82,0.3174,234.1844,0
******-nIc8,08-06-2024,Video,tag_2,partido20,match4,content9,879126,452,29,32,86928,513,0.6492,9562.1962,701.191
******pPJp0,08-06-2024,Video,tag_2,partido52,match4,content9,975188,503,42,29,98594,574,0.6313,12049.9574,880.546
******cJ44E,08-06-2024,Video,tag_2,partido122,match4,content9,3973173,2609,199,171,419389,"2,979",0.5552,42236.3096,3902.954
******2gU2E,08-06-2024,Video,tag_2,partido161,match4,content9,1653054,1799,78,108,180335,"1,985",0.6199,15866.7735,1272.762
******w3xJM,08-06-2024,Short,tag_2,partido122,match4,content14,35493,60,0,2,3251,62,0.482,20.0221,0
